Date, Open, High, Low, Close, Volume
07/09/21, 432.53, 435.84, 430.714, 435.52, 76238578
07/08/21, 428.78, 431.73, 427.52, 430.92, 97595234
07/07/21, 433.66, 434.76, 431.51, 434.46, 63549461
07/06/21, 433.78, 434.01, 430.01, 432.93, 68710414
07/02/21, 431.67, 434.10, 430.5218, 433.72, 57697672
07/01/21, 428.87, 430.60, 428.80, 430.43, 53441031
06/30/21, 427.21, 428.78, 427.18, 428.06, 64827859
06/29/21, 427.88, 428.56, 427.13, 427.70, 35970520
06/28/21, 427.17, 427.65, 425.89, 427.47, 53159578
06/25/21, 425.90, 427.0943, 425.55, 426.61, 58129527
06/24/21, 424.89, 425.55, 424.62, 425.10, 45110289
06/23/21, 423.19, 424.05, 422.51, 422.60, 49445406
06/22/21, 420.85, 424.00, 420.08, 423.11, 57700301
06/21/21, 416.80, 421.06, 415.93, 420.86, 72822031
06/18/21, 417.09, 417.8281, 414.70, 414.92, 118676305
06/17/21, 421.67, 423.02, 419.32, 421.97, 90949664
06/16/21, 424.63, 424.87, 419.92, 422.11, 80386078
06/15/21, 425.42, 425.46, 423.54, 424.48, 51508512
06/14/21, 424.43, 425.37, 423.10, 425.26, 42358480
06/11/21, 424.20, 424.43, 422.82, 424.31, 45570832
06/10/21, 422.96, 424.63, 421.55, 423.61, 51020152
06/09/21, 423.18, 423.26, 421.41, 421.65, 48436340
06/08/21, 423.11, 423.21, 420.32, 422.28, 47134281
06/07/21, 422.59, 422.78, 421.19, 422.19, 51555031
06/04/21, 420.75, 422.92, 418.8422, 422.60, 55938793
06/03/21, 417.85, 419.99, 416.28, 418.77, 58138762
06/02/21, 420.37, 421.23, 419.29, 420.33, 49097059
06/01/21, 422.57, 422.72, 419.20, 419.67, 54216633
05/28/21, 420.97, 421.25, 419.79, 420.04, 58520160
05/27/21, 420.17, 420.72, 418.9851, 419.29, 56707680
05/26/21, 418.87, 419.61, 417.76, 419.07, 43088621
05/25/21, 420.33, 420.71, 417.62, 418.24, 57451398
05/24/21, 417.34, 420.32, 417.08, 419.17, 51376699
05/21/21, 416.87, 418.20, 414.45, 414.94, 76578656
05/20/21, 411.80, 416.625, 411.67, 415.28, 78022227
05/19/21, 406.92, 411.05, 405.33, 410.86, 106467102
05/18/21, 415.80, 416.06, 411.77, 411.94, 59810238
05/17/21, 415.39, 416.39, 413.36, 415.52, 64882406
05/14/21, 413.21, 417.49, 413.18, 416.58, 82201633
05/13/21, 407.07, 412.35, 407.02, 410.28, 106394000
05/12/21, 411.23, 412.59, 404.00, 405.41, 134811016
05/11/21, 413.10, 415.27, 410.06, 414.21, 116888000
05/10/21, 422.50, 422.74, 417.81, 417.94, 81852445
05/07/21, 419.89, 422.815, 419.16, 422.12, 67733789
05/06/21, 415.83, 419.21, 413.675, 419.07, 74321367
05/05/21, 417.38, 417.63, 414.94, 415.75, 60162207
05/04/21, 416.07, 416.60, 411.67, 415.62, 101591203
05/03/21, 419.43, 419.84, 417.665, 418.20, 68128289
04/30/21, 417.63, 418.54, 416.34, 417.30, 85527031
04/29/21, 420.32, 420.72, 416.44, 420.06, 78544328
04/28/21, 417.81, 419.01, 416.90, 417.40, 51238848
04/27/21, 417.93, 418.14, 416.30, 417.52, 51303059
04/26/21, 417.44, 418.22, 416.8111, 417.61, 52182391
04/23/21, 412.87, 418.25, 412.79, 416.74, 73276203
04/22/21, 415.89, 416.78, 411.13, 412.27, 97582789
04/21/21, 411.51, 416.29, 411.36, 416.07, 66792977
04/20/21, 413.91, 415.0859, 410.59, 412.17, 81851828
04/19/21, 416.26, 416.74, 413.79, 415.21, 78498492
04/16/21, 417.25, 417.91, 415.73, 417.26, 82037281
04/15/21, 413.74, 416.16, 413.69, 415.87, 60229840
04/14/21, 412.83, 413.96, 410.87, 411.45, 61659910
04/13/21, 411.53, 413.529, 411.12, 412.86, 56550992
04/12/21, 410.85, 411.93, 410.20, 411.64, 56704898
04/09/21, 408.39, 411.67, 408.26, 411.49, 61104559
04/08/21, 407.93, 408.58, 406.93, 408.52, 57863113
04/07/21, 405.94, 406.96, 405.45, 406.59, 55836281
04/06/21, 405.76, 407.24, 405.40, 406.12, 62020953
04/05/21, 403.46, 406.94, 403.38, 406.36, 91684758
04/01/21, 398.40, 400.67, 398.18, 400.61, 99682883
03/31/21, 395.34, 398.00, 395.31, 396.33, 112734203
03/30/21, 394.42, 395.45, 393.02, 394.73, 76262250
03/29/21, 394.40, 396.75, 392.81, 395.78, 108107602
03/26/21, 390.93, 396.41, 390.29, 395.98, 114409102
03/25/21, 385.98, 390.55, 383.90, 389.70, 116128602
03/24/21, 391.00, 392.75, 387.47, 387.52, 97588641
03/23/21, 391.91, 393.46, 388.66, 389.50, 90686555
03/22/21, 390.03, 394.07, 389.97, 392.59, 73778648
03/19/21, 389.88, 391.569, 387.15, 389.48, 113624492
03/18/21, 394.475, 396.72, 390.75, 391.48, 115349102
03/17/21, 394.53, 398.12, 393.30, 397.26, 97959273
03/16/21, 397.07, 397.83, 395.08, 395.91, 73722516
03/15/21, 394.33, 396.685, 392.03, 396.41, 73592305
03/12/21, 392.07, 394.21, 391.20, 394.06, 64653566
03/11/21, 392.23, 395.65, 391.74, 393.53, 86245039
03/10/21, 389.69, 391.40, 388.1702, 389.58, 109899398
03/09/21, 385.85, 389.91, 381.7299, 387.17, 113633602
03/08/21, 384.66, 387.68, 381.42, 381.72, 123149203
03/05/21, 380.46, 384.76, 372.64, 383.63, 152039594
03/04/21, 381.22, 384.00, 371.88, 376.70, 183432984
03/03/21, 385.79, 386.83, 381.31, 381.42, 119940203
03/02/21, 389.82, 390.07, 386.00, 386.54, 79595328
03/01/21, 385.59, 390.92, 380.572, 389.58, 105348797
02/26/21, 384.35, 385.58, 378.23, 380.36, 152701594
02/25/21, 390.41, 391.88, 380.7789, 382.33, 146670500
02/24/21, 386.33, 392.23, 385.27, 391.77, 72433953
02/23/21, 384.66, 388.945, 380.20, 387.50, 107284094
02/22/21, 387.06, 389.62, 386.74, 387.03, 67414172
02/19/21, 392.07, 392.38, 389.55, 390.03, 83240969
02/18/21, 389.59, 391.515, 387.74, 390.72, 59712770
02/17/21, 390.42, 392.66, 389.33, 392.39, 52806680
02/16/21, 393.96, 394.17, 391.53, 392.30, 50972367
02/12/21, 389.85, 392.90, 389.77, 392.64, 50593273
02/11/21, 391.24, 391.69, 388.10, 390.71, 42913289
02/10/21, 392.12, 392.28, 387.50, 390.08, 59154367
02/09/21, 389.61, 390.89, 389.17, 390.25, 35551059
02/08/21, 389.27, 390.56, 388.35, 390.51, 38365191
02/05/21, 388.20, 388.47, 386.1444, 387.71, 48669770
02/04/21, 382.96, 386.24, 381.9655, 386.19, 47142559
02/03/21, 382.435, 383.70, 380.48, 381.85, 52427090
02/02/21, 379.65, 383.22, 376.3181, 381.55, 64450660
02/01/21, 373.72, 377.34, 370.376, 376.23, 75817602
01/29/21, 375.63, 376.67, 368.27, 370.07, 126765102
01/28/21, 376.36, 381.93, 375.89, 377.63, 94198094
01/27/21, 380.22, 380.32, 372.01, 374.41, 123351102
01/26/21, 385.41, 385.85, 383.54, 383.79, 42665281
01/25/21, 383.67, 384.77, 378.46, 384.39, 70401969
01/22/21, 382.25, 384.1256, 381.835, 382.88, 52136930
01/21/21, 384.49, 384.95, 383.25, 384.24, 47955809
01/20/21, 381.11, 384.79, 380.69, 383.89, 61836059
01/19/21, 378.34, 379.23, 376.75, 378.65, 51233301
01/15/21, 376.72, 377.58, 373.70, 375.70, 107160000
01/14/21, 380.59, 381.13, 378.10, 378.46, 49989113
01/13/21, 378.69, 380.86, 377.85, 379.79, 45303621
01/12/21, 378.89, 379.86, 376.36, 378.77, 52547719
01/11/21, 377.85, 380.58, 377.7189, 378.69, 51176719
01/08/21, 380.59, 381.49, 377.10, 381.26, 71677211
01/07/21, 376.10, 379.90, 375.91, 379.10, 68766805
01/06/21, 369.71, 376.98, 369.12, 373.55, 107997695
01/05/21, 368.10, 372.50, 368.05, 371.33, 66426234
01/04/21, 375.31, 375.45, 364.82, 368.79, 110210797
12/31/20, 371.78, 374.66, 371.232, 373.88, 78520703
12/30/20, 372.34, 373.10, 371.57, 371.99, 49455262
12/29/20, 373.81, 374.00, 370.83, 371.46, 53680449
12/28/20, 371.74, 372.59, 371.07, 372.17, 39000398
12/24/20, 368.08, 369.03, 367.45, 369.00, 26457850
12/23/20, 368.28, 369.62, 367.2172, 367.57, 46201398
12/22/20, 368.21, 368.3317, 366.03, 367.24, 48388461
12/21/20, 364.97, 378.46, 362.03, 367.86, 96386750
12/18/20, 370.97, 371.15, 367.02, 369.18, 136542297
12/17/20, 371.94, 372.46, 371.05, 372.24, 64119473
12/16/20, 369.82, 371.16, 368.8676, 370.17, 58420520
12/15/20, 367.40, 369.59, 365.92, 369.59, 64071102
12/14/20, 368.64, 369.80, 364.47, 364.66, 69216172
12/11/20, 364.90, 366.7402, 363.26, 366.30, 57698609
12/10/20, 365.37, 367.86, 364.43, 366.73, 57735352
12/09/20, 370.88, 371.05, 365.95, 366.85, 74098312
12/08/20, 367.72, 370.78, 367.67, 370.17, 42458859
12/07/20, 369.02, 369.62, 367.72, 369.09, 48944273
12/04/20, 367.32, 369.85, 367.22, 369.85, 50749859
12/03/20, 366.68, 368.19, 365.50, 366.69, 62882000
12/02/20, 364.82, 366.96, 364.20, 366.79, 45927000
12/01/20, 365.57, 367.68, 364.93, 366.02, 74504969
11/30/20, 362.83, 363.12, 359.17, 362.06, 83872711
11/27/20, 363.84, 364.18, 362.58, 363.67, 28514070
11/25/20, 363.13, 363.16, 361.48, 362.66, 45330887
11/24/20, 360.21, 363.81, 359.29, 363.22, 62415879
11/23/20, 357.28, 358.82, 354.865, 357.46, 63230609
11/20/20, 357.50, 357.72, 355.25, 355.33, 70411891
11/19/20, 355.60, 358.18, 354.15, 357.78, 59940953
11/18/20, 360.91, 361.50, 356.24, 356.28, 70591297
11/17/20, 359.97, 361.92, 358.34, 360.62, 66111008
11/16/20, 360.98, 362.78, 359.59, 362.57, 74541133
11/13/20, 355.27, 358.90, 354.71, 358.10, 62959434
11/12/20, 355.58, 356.7182, 351.26, 353.21, 68118562
11/11/20, 356.40, 357.56, 355.06, 356.67, 58649047
11/10/20, 353.49, 355.18, 350.51, 354.04, 85552016
11/09/20, 363.97, 364.38, 354.06, 354.56, 172304188
11/06/20, 349.93, 351.51, 347.65, 350.16, 74972969
11/05/20, 349.24, 352.19, 348.86, 350.24, 82039750
11/04/20, 340.86, 347.94, 339.59, 343.54, 126959695
11/03/20, 333.69, 338.25, 330.2935, 336.03, 93294195
11/02/20, 330.20, 332.36, 327.24, 330.20, 86068305
10/30/20, 328.28, 329.69, 322.60, 326.54, 120448703
10/29/20, 326.91, 333.395, 325.09, 329.98, 90597688
10/28/20, 332.10, 338.2483, 326.13, 326.66, 127094305
10/27/20, 339.76, 340.12, 337.99, 338.22, 65994109
10/26/20, 342.13, 342.98, 335.62, 339.39, 91473000
10/23/20, 345.93, 345.99, 343.13, 345.78, 49143930
10/22/20, 342.96, 345.24, 340.65, 344.61, 55399289
10/21/20, 343.33, 348.6847, 342.40, 342.73, 63574980
10/20/20, 343.46, 346.88, 342.64, 343.38, 60051879
10/19/20, 348.65, 349.33, 341.04, 342.01, 68425609
10/16/20, 348.96, 350.75, 347.10, 347.29, 89501875
10/15/20, 343.71, 348.02, 343.13, 347.50, 60357660
10/14/20, 350.75, 351.93, 347.14, 347.93, 57958754
10/13/20, 352.28, 352.4651, 349.09, 350.13, 73255516
10/12/20, 349.59, 354.02, 349.06, 352.43, 80388531
10/09/20, 345.56, 347.35, 344.89, 346.85, 59528609
10/08/20, 342.85, 343.85, 341.86, 343.78, 45242480
10/07/20, 338.12, 341.63, 338.09, 340.76, 56999602
10/06/20, 339.91, 342.17, 334.38, 334.93, 90128883
10/05/20, 336.06, 339.96, 336.01, 339.76, 45713113
10/02/20, 331.70, 337.0126, 331.19, 333.84, 89431109
10/01/20, 337.69, 338.74, 335.01, 337.04, 88698750
09/30/20, 333.09, 338.29, 332.88, 334.89, 104081102
09/29/20, 333.97, 334.77, 331.6209, 332.37, 51531594
09/28/20, 333.22, 334.96, 332.15, 334.19, 64584609
09/25/20, 322.58, 329.58, 321.64, 328.73, 71069430
09/24/20, 321.22, 326.797, 319.80, 323.50, 76681328
09/23/20, 330.90, 331.20, 322.10, 322.64, 93112242
09/22/20, 328.57, 330.90, 325.86, 330.30, 63612113
09/21/20, 325.70, 327.13, 321.73, 326.97, 99450828
09/18/20, 335.37, 335.49, 327.97, 330.65, 105877906
09/17/20, 333.56, 337.6996, 332.991, 335.84, 91523344
09/16/20, 341.51, 343.06, 338.52, 338.82, 82211266
09/15/20, 341.12, 342.02, 338.4683, 340.17, 52920859
09/14/20, 337.49, 340.38, 334.2208, 338.46, 65605688
09/11/20, 335.82, 336.97, 331.00, 334.06, 84680195
09/10/20, 341.82, 342.53, 332.85, 333.89, 90569555
09/09/20, 337.55, 342.46, 336.61, 339.79, 91462289
09/08/20, 336.71, 342.64, 332.88, 333.21, 114465297
09/04/20, 346.13, 347.83, 334.87, 342.57, 139156297
09/03/20, 355.87, 356.38, 342.59, 345.39, 148011109
09/02/20, 354.67, 358.75, 353.43, 357.70, 69540039
09/01/20, 350.21, 352.71, 349.24, 352.60, 54999328
08/31/20, 350.35, 351.30, 349.06, 349.31, 66099180
08/28/20, 349.44, 350.72, 348.15, 350.58, 48588941
08/27/20, 348.51, 349.90, 346.53, 348.33, 58034141
08/26/20, 344.76, 347.86, 344.17, 347.57, 50790238
08/25/20, 343.53, 344.21, 342.27, 344.12, 38463379
08/24/20, 342.12, 343.00, 339.4504, 342.92, 48588660
08/21/20, 337.92, 339.72, 337.55, 339.48, 55106633
08/20/20, 335.36, 338.80, 335.22, 338.28, 42207832
08/19/20, 339.05, 339.61, 336.62, 337.23, 68054242
08/18/20, 338.34, 339.10, 336.61, 338.64, 38733910
08/17/20, 337.94, 338.34, 336.8517, 337.91, 35480969
08/14/20, 336.41, 337.42, 335.62, 336.84, 47260391
08/13/20, 336.61, 338.2514, 335.83, 336.83, 41816152
08/12/20, 335.44, 338.28, 332.8377, 337.44, 53826129
08/11/20, 336.85, 337.54, 332.01, 332.80, 69601086
08/10/20, 335.06, 335.77, 332.955, 335.57, 44282090
08/07/20, 333.28, 334.88, 332.30, 334.57, 57308273
08/06/20, 331.48, 334.46, 331.13, 334.33, 43679449
08/05/20, 331.47, 332.39, 331.18, 332.11, 42866352
08/04/20, 327.86, 330.06, 327.86, 330.06, 41917887
08/03/20, 328.32, 329.62, 327.73, 328.79, 53077953
07/31/20, 325.90, 326.63, 321.33, 326.52, 85210758
07/30/20, 321.90, 324.41, 319.64, 323.96, 61861711
07/29/20, 322.12, 325.73, 322.075, 325.12, 48454160
07/28/20, 322.43, 323.64, 320.85, 321.17, 57494980
07/27/20, 321.63, 323.41, 320.775, 323.22, 48292969
07/24/20, 320.95, 321.99, 319.246, 320.88, 73766602
07/23/20, 326.47, 327.23, 321.48, 322.96, 75737992
07/22/20, 324.62, 327.20, 324.50, 326.86, 57792922
07/21/20, 326.45, 326.93, 323.94, 325.01, 57498969
07/20/20, 321.43, 325.13, 320.62, 324.32, 56308848
07/17/20, 321.88, 322.57, 319.735, 321.72, 62774910
07/16/20, 319.79, 321.28, 319.09, 320.79, 54622520
07/15/20, 322.41, 323.04, 319.265, 321.85, 87196523
07/14/20, 313.30, 319.76, 312.00, 318.92, 93656953
07/13/20, 320.13, 322.71, 314.13, 314.84, 102997508
07/10/20, 314.31, 317.88, 312.76, 317.59, 57550367
07/09/20, 316.84, 317.10, 310.68, 314.38, 83354156
07/08/20, 314.61, 316.30, 312.70, 316.18, 54638602
07/07/20, 315.38, 317.52, 313.37, 313.78, 82909961
07/06/20, 316.37, 317.68, 315.56, 317.05, 61713832
07/02/20, 314.24, 315.70, 311.51, 312.23, 69344227
07/01/20, 309.57, 311.89, 309.07, 310.52, 72396547
06/30/20, 303.99, 310.20, 303.82, 308.36, 113394797
06/29/20, 301.41, 304.61, 298.93, 304.46, 79773266
06/26/20, 306.16, 306.39, 299.42, 300.05, 127961000
06/25/20, 303.47, 307.64, 301.28, 307.35, 89467969
06/24/20, 309.84, 310.51, 302.10, 304.09, 132813500
06/23/20, 313.49, 314.50, 311.6101, 312.05, 68471250
06/22/20, 307.99, 311.05, 306.75, 310.62, 74649391
06/19/20, 314.17, 314.38, 306.53, 308.64, 135549594
06/18/20, 310.005, 312.30, 309.51, 311.78, 80828656
06/17/20, 314.07, 314.39, 310.86, 311.66, 83398945
06/16/20, 315.48, 315.64, 307.67, 312.96, 137627500
06/15/20, 298.02, 308.28, 296.74, 307.05, 135782703
06/12/20, 308.24, 309.08, 298.60, 304.21, 194678891
06/11/20, 311.46, 312.15, 300.01, 300.61, 209243594
06/10/20, 321.42, 322.39, 318.2209, 319.00, 95000766
06/09/20, 320.30, 323.2849, 319.36, 320.79, 77479234
06/08/20, 320.22, 323.41, 319.63, 323.20, 73641219
06/05/20, 317.23, 321.275, 317.16, 319.34, 150524703
06/04/20, 311.11, 313.00, 309.08, 311.36, 75794359
06/03/20, 310.24, 313.22, 309.94, 312.18, 92567570
06/02/20, 306.55, 308.13, 305.10, 308.08, 74267156
06/01/20, 303.62, 306.205, 303.06, 305.55, 56779840
05/29/20, 302.46, 304.96, 299.47, 304.32, 119265695
05/28/20, 304.65, 306.84, 302.24, 302.97, 90767805
05/27/20, 302.12, 303.57, 296.87, 303.53, 104817398
05/26/20, 301.93, 302.19, 295.4646, 299.08, 88951438
05/22/20, 294.57, 295.63, 293.22, 295.44, 63958199
05/21/20, 296.79, 297.67, 293.6886, 294.88, 78293930
05/20/20, 295.82, 297.87, 295.57, 296.93, 85861688
05/19/20, 294.35, 296.205, 291.95, 291.97, 95189320
05/18/20, 293.05, 296.75, 292.70, 295.00, 120320203
05/15/20, 282.37, 286.33, 281.34, 286.28, 111146305
05/14/20, 278.95, 285.11, 272.99, 284.97, 121977906
05/13/20, 286.06, 287.19, 278.965, 281.60, 144721109
05/12/20, 293.79, 294.24, 286.52, 286.67, 95870789
05/11/20, 290.34, 294.00, 289.88, 292.50, 79514234
05/08/20, 291.09, 292.95, 289.86, 292.44, 76622125
05/07/20, 287.75, 289.78, 287.13, 287.68, 75250406
05/06/20, 288.04, 288.46, 283.78, 284.25, 73632633
05/05/20, 286.64, 289.25, 283.7134, 286.19, 79569938
05/04/20, 280.74, 283.90, 279.13, 283.57, 80873211
05/01/20, 285.31, 290.6572, 281.52, 282.79, 125180000
04/30/20, 291.71, 293.3239, 288.59, 290.48, 122901695
04/29/20, 291.53, 294.88, 290.41, 293.21, 118745602
04/28/20, 291.02, 291.40, 285.40, 285.73, 105270000
04/27/20, 285.12, 288.27, 284.62, 287.05, 77896609
04/24/20, 280.73, 283.70, 278.50, 282.97, 85165953
04/23/20, 280.49, 283.94, 278.75, 279.08, 104709695
04/22/20, 278.35, 281.00, 276.91, 279.10, 93524578
04/21/20, 276.73, 278.04, 272.02, 273.04, 126385695
04/20/20, 282.61, 286.7912, 281.35, 281.59, 100109297
04/17/20, 285.38, 287.30, 282.40, 286.64, 146684797
04/16/20, 279.15, 280.03, 275.76, 279.10, 131798297
04/15/20, 277.57, 283.9407, 275.46, 277.76, 121775000
04/14/20, 280.98, 284.90, 275.5106, 283.79, 134143406
04/13/20, 277.14, 277.51, 271.41, 275.66, 114839102
04/09/20, 277.58, 281.20, 275.47, 278.20, 190282703
04/08/20, 267.96, 276.00, 265.2542, 274.03, 153774500
04/07/20, 274.21, 275.03, 264.89, 265.13, 201427203
04/06/20, 257.84, 267.00, 248.17, 264.86, 184425000
04/03/20, 250.76, 253.32, 245.22, 248.19, 135561203
04/02/20, 245.19, 252.68, 244.59, 251.83, 177660406
04/01/20, 247.98, 257.6591, 243.90, 246.15, 189554594
03/31/20, 260.56, 263.33, 256.22, 257.75, 194881109
03/30/20, 255.70, 262.43, 253.53, 261.65, 170961906
03/27/20, 253.27, 260.81, 251.05, 253.42, 224341203
03/26/20, 249.52, 262.80, 249.05, 261.20, 257632797
03/25/20, 244.87, 256.35, 239.75, 246.79, 299430312
03/24/20, 234.42, 244.10, 233.80, 243.15, 235494500
03/23/20, 228.19, 229.6833, 218.26, 222.95, 326025219
03/20/20, 242.53, 244.47, 228.50, 228.80, 347158781
03/19/20, 239.25, 247.38, 232.22, 240.51, 289321969
03/18/20, 236.25, 248.37, 228.02, 240.00, 327597094
03/17/20, 245.04, 256.17, 237.07, 252.80, 262070500
03/16/20, 241.18, 256.90, 237.36, 239.85, 297240000
03/13/20, 263.09, 271.4754, 248.5237, 269.32, 329566125
03/12/20, 256.00, 266.66, 247.68, 248.11, 392220719
03/11/20, 280.70, 281.94, 270.88, 274.36, 256416609
03/10/20, 284.64, 288.52, 273.50, 288.42, 276444094
03/09/20, 275.30, 284.19, 273.45, 274.23, 309417312
03/06/20, 293.15, 298.78, 290.23, 297.46, 228667203
03/05/20, 304.98, 308.47, 300.01, 302.46, 186366797
03/04/20, 306.12, 313.10, 303.33, 312.86, 176613406
03/03/20, 309.50, 313.84, 297.57, 300.24, 300139094
03/02/20, 298.21, 309.16, 294.46, 309.09, 238703594
02/28/20, 288.70, 297.892, 285.54, 296.26, 385764000
02/27/20, 305.46, 311.5637, 297.51, 297.51, 284353500
02/26/20, 314.18, 318.11, 310.70, 311.50, 194773797
02/25/20, 323.94, 324.61, 311.69, 312.65, 218913203
02/24/20, 323.14, 333.5623, 321.24, 322.42, 161088406
02/21/20, 335.47, 335.81, 332.58, 333.48, 113788203
02/20/20, 337.7423, 338.64, 333.6817, 336.95, 74163359
02/19/20, 337.79, 339.08, 337.48, 338.34, 48814688
02/18/20, 336.51, 337.6677, 335.21, 336.73, 57342527
02/14/20, 337.51, 337.73, 336.20, 337.60, 64582207
02/13/20, 335.862, 338.12, 335.56, 337.06, 54501922
02/12/20, 336.83, 337.65, 336.43, 337.42, 43992660
02/11/20, 336.16, 337.02, 334.684, 335.26, 54864527
02/10/20, 331.23, 334.75, 331.19, 334.68, 42070008
02/07/20, 332.82, 333.9941, 331.60, 332.20, 64139441
02/06/20, 333.91, 334.19, 332.80, 333.98, 50359688
02/05/20, 332.27, 333.09, 330.67, 332.86, 65951148
02/04/20, 328.07, 330.01, 327.72, 329.06, 62573191
02/03/20, 323.35, 326.16, 323.22, 324.12, 69242289
01/31/20, 327.00, 327.17, 320.73, 321.73, 113845602
01/30/20, 324.36, 327.91, 323.54, 327.68, 75491844
01/29/20, 328.38, 328.63, 326.40, 326.62, 54040887
01/28/20, 325.06, 327.85, 323.6038, 326.89, 63833953
01/27/20, 323.03, 325.12, 322.66, 323.50, 84062461
01/24/20, 332.44, 332.53, 327.36, 328.77, 87578438
01/23/20, 330.63, 332.1682, 329.41, 331.72, 51962992
01/22/20, 332.24, 332.95, 331.17, 331.34, 48914898
01/21/20, 330.90, 332.18, 330.82, 331.30, 77742414
01/17/20, 331.70, 332.18, 330.8539, 331.95, 95846016
01/16/20, 329.70, 330.92, 329.45, 330.92, 54050328
01/15/20, 327.35, 329.02, 327.26, 328.19, 72056602
01/14/20, 327.47, 328.62, 326.844, 327.45, 63036379
01/13/20, 326.39, 327.96, 325.92, 327.95, 47262008
01/10/20, 327.29, 327.46, 325.20, 325.71, 53057391
01/09/20, 326.16, 326.73, 325.52, 326.65, 48569602
01/08/20, 322.94, 325.78, 322.67, 324.45, 68434148
01/07/20, 323.02, 323.54, 322.24, 322.73, 42854809
01/06/20, 320.49, 323.73, 320.36, 323.64, 55761953
01/03/20, 321.16, 323.64, 321.10, 322.41, 77783117
01/02/20, 323.54, 324.89, 322.53, 324.87, 59253832
12/31/19, 320.53, 322.13, 320.15, 321.86, 57107000
12/30/19, 322.95, 323.10, 320.55, 321.08, 49782727
12/27/19, 323.74, 323.80, 322.28, 322.86, 42554820
12/26/19, 321.65, 322.95, 321.64, 322.94, 31024189
12/24/19, 321.47, 321.52, 320.90, 321.23, 20270010
12/23/19, 321.59, 321.65, 321.06, 321.22, 53015641
12/20/19, 320.46, 321.9742, 319.3873, 320.73, 149338203
12/19/19, 319.80, 320.98, 319.5246, 320.90, 85388414
12/18/19, 320.00, 320.25, 319.53, 319.59, 48199961
12/17/19, 319.92, 320.25, 319.48, 319.57, 61131770
12/16/19, 319.22, 320.15, 317.2542, 319.50, 82836125
12/13/19, 316.87, 318.67, 316.02, 317.32, 81468281
12/12/19, 314.43, 317.99, 314.17, 317.13, 96585797
12/11/19, 314.03, 314.70, 313.4393, 314.42, 53521449
12/10/19, 313.82, 314.55, 312.81, 313.53, 53107129
12/09/19, 314.44, 315.18, 313.80, 313.88, 34904320
12/06/19, 314.12, 315.31, 314.11, 314.87, 48956770
12/05/19, 312.23, 312.25, 310.58, 312.02, 40781672
12/04/19, 310.70, 312.12, 310.32, 311.46, 49190398
12/03/19, 308.65, 309.64, 307.13, 309.55, 75172711
12/02/19, 314.59, 314.66, 311.17, 311.64, 76110031
11/29/19, 314.86, 315.13, 314.06, 314.31, 36592738
11/27/19, 314.61, 315.48, 314.37, 315.48, 44793180
11/26/19, 313.41, 314.28, 313.06, 314.08, 37727953
11/25/19, 311.98, 313.37, 311.98, 313.37, 48762680
11/22/19, 311.09, 311.24, 309.85, 310.96, 44850230
11/21/19, 310.89, 311.01, 309.39, 310.27, 54664688
11/20/19, 311.28, 311.85, 309.06, 310.77, 79696281
11/19/19, 312.68, 312.69, 311.22, 311.93, 67927820
11/18/19, 311.53, 312.28, 311.03, 312.02, 49327980
11/15/19, 311.02, 311.84, 310.26, 311.79, 62706191
11/14/19, 308.79, 309.64, 308.09, 309.55, 52001871
11/13/19, 307.91, 309.54, 307.66, 309.10, 54459020
11/12/19, 308.75, 309.99, 308.15, 309.00, 46484621
11/11/19, 307.42, 308.54, 307.27, 308.35, 35934910
11/08/19, 307.80, 309.0036, 307.03, 308.94, 49068801
11/07/19, 308.57, 309.65, 307.66, 308.18, 54272273
11/06/19, 307.03, 307.40, 306.06, 307.10, 46487113
11/05/19, 307.59, 307.9195, 306.71, 307.03, 42933219
11/04/19, 307.85, 308.00, 306.96, 307.37, 60606922
11/01/19, 304.92, 306.19, 304.74, 306.14, 71141523
10/31/19, 304.13, 304.13, 301.73, 303.33, 69053789
10/30/19, 303.43, 304.55, 301.99, 304.14, 49643930
10/29/19, 303.00, 304.23, 302.86, 303.21, 44284922
10/28/19, 302.94, 303.85, 302.91, 303.30, 42146969
10/25/19, 299.74, 302.20, 299.6806, 301.60, 45205406
10/24/19, 300.91, 301.07, 299.4601, 300.37, 35857461
10/23/19, 298.73, 299.94, 298.495, 299.88, 34991832
10/22/19, 300.58, 300.90, 298.91, 299.01, 49126039
10/21/19, 299.42, 300.21, 298.935, 299.99, 39460898
10/18/19, 298.69, 299.395, 296.99, 297.97, 64338031
10/17/19, 299.68, 300.24, 298.515, 299.28, 46784887
10/16/19, 298.37, 299.16, 297.92, 298.40, 50563602
10/15/19, 297.10, 299.70, 296.97, 298.88, 47832359
10/14/19, 295.93, 296.67, 295.57, 295.95, 40546672
10/11/19, 296.27, 298.74, 296.1448, 296.28, 101228602
10/10/19, 291.18, 294.21, 291.00, 293.24, 57255969
10/09/19, 290.75, 292.30, 288.6559, 291.27, 65707328
10/08/19, 291.04, 291.85, 288.49, 288.53, 101575508
10/07/19, 293.47, 295.26, 292.77, 293.08, 60656559
10/04/19, 291.14, 294.63, 290.82, 294.35, 66700680
10/03/19, 287.81, 290.45, 284.82, 290.42, 85906797
10/02/19, 291.50, 291.51, 286.64, 288.06, 124524000
10/01/19, 297.74, 298.455, 293.00, 293.24, 89900414
09/30/19, 295.97, 297.55, 295.92, 296.77, 52562762
